ConnectsTo,15034,ReferenceType
ConnectsToParent,15035,ReferenceType
IsOnline,15036,ReferenceType
DeviceSet,15037,Object
DeviceFeatures,15038,Object
NetworkSet,15039,Object
DeviceTopology,15040,Object
DeviceTopology_OnlineAccess,15041,Variable
TopologyElementType,15042,ObjectType
TopologyElementType_ParameterSet,15043,Object
TopologyElementType_ParameterSet_ParameterIdentifier,15044,Variable
TopologyElementType_MethodSet,15045,Object
TopologyElementType_GroupIdentifier,15046,Object
TopologyElementType_GroupIdentifier_UIElement,15047,Variable
TopologyElementType_Identification,15048,Object
TopologyElementType_Identification_UIElement,15049,Variable
TopologyElementType_Lock,15050,Object
TopologyElementType_Lock_Locked,15051,Variable
TopologyElementType_Lock_LockingClient,15052,Variable
TopologyElementType_Lock_LockingUser,15053,Variable
TopologyElementType_Lock_RemainingLockTime,15054,Variable
TopologyElementType_Lock_InitLock,15055,Method
TopologyElementType_Lock_InitLock_InputArguments,15056,Variable
TopologyElementType_Lock_InitLock_OutputArguments,15057,Variable
TopologyElementType_Lock_RenewLock,15058,Method
TopologyElementType_Lock_RenewLock_OutputArguments,15059,Variable
TopologyElementType_Lock_ExitLock,15060,Method
TopologyElementType_Lock_ExitLock_OutputArguments,15061,Variable
TopologyElementType_Lock_BreakLock,15062,Method
TopologyElementType_Lock_BreakLock_OutputArguments,15063,Variable
IVendorNameplateType,15064,ObjectType
IVendorNameplateType_Manufacturer,15065,Variable
IVendorNameplateType_ManufacturerUri,15066,Variable
IVendorNameplateType_Model,15067,Variable
IVendorNameplateType_HardwareRevision,15068,Variable
IVendorNameplateType_SoftwareRevision,15069,Variable
IVendorNameplateType_DeviceRevision,15070,Variable
IVendorNameplateType_ProductCode,15071,Variable
IVendorNameplateType_DeviceManual,15072,Variable
IVendorNameplateType_DeviceClass,15073,Variable
IVendorNameplateType_SerialNumber,15074,Variable
IVendorNameplateType_ProductInstanceUri,15075,Variable
IVendorNameplateType_RevisionCounter,15076,Variable
ITagNameplateType,15077,ObjectType
ITagNameplateType_AssetId,15078,Variable
ITagNameplateType_ComponentName,15079,Variable
IDeviceHealthType,15080,ObjectType
IDeviceHealthType_DeviceHealth,15081,Variable
IDeviceHealthType_DeviceHealthAlarms,15082,Object
ISupportInfoType,15083,ObjectType
ISupportInfoType_DeviceTypeImage,15084,Object
ISupportInfoType_DeviceTypeImage_ImageIdentifier,15085,Variable
ISupportInfoType_Documentation,15086,Object
ISupportInfoType_Documentation_DocumentIdentifier,15087,Variable
ISupportInfoType_ProtocolSupport,15088,Object
ISupportInfoType_ProtocolSupport_ProtocolSupportIdentifier,15089,Variable
ISupportInfoType_ImageSet,15090,Object
ISupportInfoType_ImageSet_ImageIdentifier,15091,Variable
ComponentType,15092,ObjectType
ComponentType_ParameterSet,15093,Object
ComponentType_ParameterSet_ParameterIdentifier,15094,Variable
ComponentType_MethodSet,15095,Object
ComponentType_GroupIdentifier,15096,Object
ComponentType_GroupIdentifier_UIElement,15097,Variable
ComponentType_Identification,15098,Object
ComponentType_Identification_UIElement,15099,Variable
ComponentType_Lock,15100,Object
ComponentType_Lock_Locked,15101,Variable
ComponentType_Lock_LockingClient,15102,Variable
ComponentType_Lock_LockingUser,15103,Variable
ComponentType_Lock_RemainingLockTime,15104,Variable
ComponentType_Lock_InitLock,15105,Method
ComponentType_Lock_InitLock_InputArguments,15106,Variable
ComponentType_Lock_InitLock_OutputArguments,15107,Variable
ComponentType_Lock_RenewLock,15108,Method
ComponentType_Lock_RenewLock_OutputArguments,15109,Variable
ComponentType_Lock_ExitLock,15110,Method
ComponentType_Lock_ExitLock_OutputArguments,15111,Variable
ComponentType_Lock_BreakLock,15112,Method
ComponentType_Lock_BreakLock_OutputArguments,15113,Variable
ComponentType_Manufacturer,15114,Variable
ComponentType_ManufacturerUri,15115,Variable
ComponentType_Model,15116,Variable
ComponentType_HardwareRevision,15117,Variable
ComponentType_SoftwareRevision,15118,Variable
ComponentType_DeviceRevision,15119,Variable
ComponentType_ProductCode,15120,Variable
ComponentType_DeviceManual,15121,Variable
ComponentType_DeviceClass,15122,Variable
ComponentType_SerialNumber,15123,Variable
ComponentType_ProductInstanceUri,15124,Variable
ComponentType_RevisionCounter,15125,Variable
ComponentType_AssetId,15126,Variable
ComponentType_ComponentName,15127,Variable
DeviceType,15128,ObjectType
DeviceType_ParameterSet,15129,Object
DeviceType_ParameterSet_ParameterIdentifier,15130,Variable
DeviceType_MethodSet,15131,Object
DeviceType_GroupIdentifier,15132,Object
DeviceType_GroupIdentifier_UIElement,15133,Variable
DeviceType_Identification,15134,Object
DeviceType_Identification_UIElement,15135,Variable
DeviceType_Lock,15136,Object
DeviceType_Lock_Locked,15137,Variable
DeviceType_Lock_LockingClient,15138,Variable
DeviceType_Lock_LockingUser,15139,Variable
DeviceType_Lock_RemainingLockTime,15140,Variable
DeviceType_Lock_InitLock,15141,Method
DeviceType_Lock_InitLock_InputArguments,15142,Variable
DeviceType_Lock_InitLock_OutputArguments,15143,Variable
DeviceType_Lock_RenewLock,15144,Method
DeviceType_Lock_RenewLock_OutputArguments,15145,Variable
DeviceType_Lock_ExitLock,15146,Method
DeviceType_Lock_ExitLock_OutputArguments,15147,Variable
DeviceType_Lock_BreakLock,15148,Method
DeviceType_Lock_BreakLock_OutputArguments,15149,Variable
DeviceType_Manufacturer,15150,Variable
DeviceType_ManufacturerUri,15151,Variable
DeviceType_Model,15152,Variable
DeviceType_HardwareRevision,15153,Variable
DeviceType_SoftwareRevision,15154,Variable
DeviceType_DeviceRevision,15155,Variable
DeviceType_ProductCode,15156,Variable
DeviceType_DeviceManual,15157,Variable
DeviceType_DeviceClass,15158,Variable
DeviceType_SerialNumber,15159,Variable
DeviceType_ProductInstanceUri,15160,Variable
DeviceType_RevisionCounter,15161,Variable
DeviceType_AssetId,15162,Variable
DeviceType_ComponentName,15163,Variable
DeviceType_CPIdentifier,15164,Object
DeviceType_CPIdentifier_ParameterSet,15165,Object
DeviceType_CPIdentifier_ParameterSet_ParameterIdentifier,15166,Variable
DeviceType_CPIdentifier_MethodSet,15167,Object
DeviceType_CPIdentifier_Identification,15168,Object
DeviceType_CPIdentifier_Identification_UIElement,15169,Variable
DeviceType_CPIdentifier_Lock,15170,Object
DeviceType_CPIdentifier_Lock_Locked,15171,Variable
DeviceType_CPIdentifier_Lock_LockingClient,15172,Variable
DeviceType_CPIdentifier_Lock_LockingUser,15173,Variable
DeviceType_CPIdentifier_Lock_RemainingLockTime,15174,Variable
DeviceType_CPIdentifier_Lock_InitLock,15175,Method
DeviceType_CPIdentifier_Lock_InitLock_InputArguments,15176,Variable
DeviceType_CPIdentifier_Lock_InitLock_OutputArguments,15177,Variable
DeviceType_CPIdentifier_Lock_RenewLock,15178,Method
DeviceType_CPIdentifier_Lock_RenewLock_OutputArguments,15179,Variable
DeviceType_CPIdentifier_Lock_ExitLock,15180,Method
DeviceType_CPIdentifier_Lock_ExitLock_OutputArguments,15181,Variable
DeviceType_CPIdentifier_Lock_BreakLock,15182,Method
DeviceType_CPIdentifier_Lock_BreakLock_OutputArguments,15183,Variable
DeviceType_CPIdentifier_NetworkAddress,15184,Object
DeviceType_CPIdentifier_NetworkAddress_UIElement,15185,Variable
DeviceType_DeviceHealth,15186,Variable
DeviceType_DeviceHealthAlarms,15187,Object
DeviceType_DeviceTypeImage,15188,Object
DeviceType_DeviceTypeImage_ImageIdentifier,15189,Variable
DeviceType_Documentation,15190,Object
DeviceType_Documentation_DocumentIdentifier,15191,Variable
DeviceType_ProtocolSupport,15192,Object
DeviceType_ProtocolSupport_ProtocolSupportIdentifier,15193,Variable
DeviceType_ImageSet,15194,Object
DeviceType_ImageSet_ImageIdentifier,15195,Variable
SoftwareType,15196,ObjectType
SoftwareType_ParameterSet,15197,Object
SoftwareType_ParameterSet_ParameterIdentifier,15198,Variable
SoftwareType_MethodSet,15199,Object
SoftwareType_GroupIdentifier,15200,Object
SoftwareType_GroupIdentifier_UIElement,15201,Variable
SoftwareType_Identification,15202,Object
SoftwareType_Identification_UIElement,15203,Variable
SoftwareType_Lock,15204,Object
SoftwareType_Lock_Locked,15205,Variable
SoftwareType_Lock_LockingClient,15206,Variable
SoftwareType_Lock_LockingUser,15207,Variable
SoftwareType_Lock_RemainingLockTime,15208,Variable
SoftwareType_Lock_InitLock,15209,Method
SoftwareType_Lock_InitLock_InputArguments,15210,Variable
SoftwareType_Lock_InitLock_OutputArguments,15211,Variable
SoftwareType_Lock_RenewLock,15212,Method
SoftwareType_Lock_RenewLock_OutputArguments,15213,Variable
SoftwareType_Lock_ExitLock,15214,Method
SoftwareType_Lock_ExitLock_OutputArguments,15215,Variable
SoftwareType_Lock_BreakLock,15216,Method
SoftwareType_Lock_BreakLock_OutputArguments,15217,Variable
SoftwareType_Manufacturer,15218,Variable
SoftwareType_ManufacturerUri,15219,Variable
SoftwareType_Model,15220,Variable
SoftwareType_HardwareRevision,15221,Variable
SoftwareType_SoftwareRevision,15222,Variable
SoftwareType_DeviceRevision,15223,Variable
SoftwareType_ProductCode,15224,Variable
SoftwareType_DeviceManual,15225,Variable
SoftwareType_DeviceClass,15226,Variable
SoftwareType_SerialNumber,15227,Variable
SoftwareType_ProductInstanceUri,15228,Variable
SoftwareType_RevisionCounter,15229,Variable
SoftwareType_AssetId,15230,Variable
SoftwareType_ComponentName,15231,Variable
BlockType,15232,ObjectType
BlockType_ParameterSet,15233,Object
BlockType_ParameterSet_ParameterIdentifier,15234,Variable
BlockType_MethodSet,15235,Object
BlockType_GroupIdentifier,15236,Object
BlockType_GroupIdentifier_UIElement,15237,Variable
BlockType_Identification,15238,Object
BlockType_Identification_UIElement,15239,Variable
BlockType_Lock,15240,Object
BlockType_Lock_Locked,15241,Variable
BlockType_Lock_LockingClient,15242,Variable
BlockType_Lock_LockingUser,15243,Variable
BlockType_Lock_RemainingLockTime,15244,Variable
BlockType_Lock_InitLock,15245,Method
BlockType_Lock_InitLock_InputArguments,15246,Variable
BlockType_Lock_InitLock_OutputArguments,15247,Variable
BlockType_Lock_RenewLock,15248,Method
BlockType_Lock_RenewLock_OutputArguments,15249,Variable
BlockType_Lock_ExitLock,15250,Method
BlockType_Lock_ExitLock_OutputArguments,15251,Variable
BlockType_Lock_BreakLock,15252,Method
BlockType_Lock_BreakLock_OutputArguments,15253,Variable
BlockType_RevisionCounter,15254,Variable
BlockType_ActualMode,15255,Variable
BlockType_PermittedMode,15256,Variable
BlockType_NormalMode,15257,Variable
BlockType_TargetMode,15258,Variable
DeviceHealthDiagnosticAlarmType,15259,ObjectType
DeviceHealthDiagnosticAlarmType_EventId,15260,Variable
DeviceHealthDiagnosticAlarmType_EventType,15261,Variable
DeviceHealthDiagnosticAlarmType_SourceNode,15262,Variable
DeviceHealthDiagnosticAlarmType_SourceName,15263,Variable
DeviceHealthDiagnosticAlarmType_Time,15264,Variable
DeviceHealthDiagnosticAlarmType_ReceiveTime,15265,Variable
DeviceHealthDiagnosticAlarmType_LocalTime,15266,Variable
DeviceHealthDiagnosticAlarmType_Message,15267,Variable
DeviceHealthDiagnosticAlarmType_Severity,15268,Variable
DeviceHealthDiagnosticAlarmType_ConditionClassId,15269,Variable
DeviceHealthDiagnosticAlarmType_ConditionClassName,15270,Variable
DeviceHealthDiagnosticAlarmType_ConditionSubClassId,15271,Variable
DeviceHealthDiagnosticAlarmType_ConditionSubClassName,15272,Variable
DeviceHealthDiagnosticAlarmType_ConditionName,15273,Variable
DeviceHealthDiagnosticAlarmType_BranchId,15274,Variable
DeviceHealthDiagnosticAlarmType_Retain,15275,Variable
DeviceHealthDiagnosticAlarmType_EnabledState,15276,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_Id,15277,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_Name,15278,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_Number,15279,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_EffectiveDisplayName,15280,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_TransitionTime,15281,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_EffectiveTransitionTime,15282,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_TrueState,15283,Variable
DeviceHealthDiagnosticAlarmType_EnabledState_FalseState,15284,Variable
DeviceHealthDiagnosticAlarmType_Quality,15285,Variable
DeviceHealthDiagnosticAlarmType_Quality_SourceTimestamp,15286,Variable
DeviceHealthDiagnosticAlarmType_LastSeverity,15287,Variable
DeviceHealthDiagnosticAlarmType_LastSeverity_SourceTimestamp,15288,Variable
DeviceHealthDiagnosticAlarmType_Comment,15289,Variable
DeviceHealthDiagnosticAlarmType_Comment_SourceTimestamp,15290,Variable
DeviceHealthDiagnosticAlarmType_ClientUserId,15291,Variable
DeviceHealthDiagnosticAlarmType_Disable,15292,Method
DeviceHealthDiagnosticAlarmType_Enable,15293,Method
DeviceHealthDiagnosticAlarmType_AddComment,15294,Method
DeviceHealthDiagnosticAlarmType_AddComment_InputArguments,15295,Variable
DeviceHealthDiagnosticAlarmType_ConditionRefresh,15296,Method
DeviceHealthDiagnosticAlarmType_ConditionRefresh_InputArguments,15297,Variable
DeviceHealthDiagnosticAlarmType_ConditionRefresh2,15298,Method
DeviceHealthDiagnosticAlarmType_ConditionRefresh2_InputArguments,15299,Variable
DeviceHealthDiagnosticAlarmType_AckedState,15300,Variable
DeviceHealthDiagnosticAlarmType_AckedState_Id,15301,Variable
DeviceHealthDiagnosticAlarmType_AckedState_Name,15302,Variable
DeviceHealthDiagnosticAlarmType_AckedState_Number,15303,Variable
DeviceHealthDiagnosticAlarmType_AckedState_EffectiveDisplayName,15304,Variable
DeviceHealthDiagnosticAlarmType_AckedState_TransitionTime,15305,Variable
DeviceHealthDiagnosticAlarmType_AckedState_EffectiveTransitionTime,15306,Variable
DeviceHealthDiagnosticAlarmType_AckedState_TrueState,15307,Variable
DeviceHealthDiagnosticAlarmType_AckedState_FalseState,15308,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState,15309,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_Id,15310,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_Name,15311,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_Number,15312,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_EffectiveDisplayName,15313,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_TransitionTime,15314,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_EffectiveTransitionTime,15315,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_TrueState,15316,Variable
DeviceHealthDiagnosticAlarmType_ConfirmedState_FalseState,15317,Variable
DeviceHealthDiagnosticAlarmType_Acknowledge,15318,Method
DeviceHealthDiagnosticAlarmType_Acknowledge_InputArguments,15319,Variable
DeviceHealthDiagnosticAlarmType_Confirm,15320,Method
DeviceHealthDiagnosticAlarmType_Confirm_InputArguments,15321,Variable
DeviceHealthDiagnosticAlarmType_ActiveState,15322,Variable
DeviceHealthDiagnosticAlarmType_ActiveState_Id,15323,Variable
DeviceHealthDiagnosticAlarmType_ActiveState_Name,15324,Variable
